player_height,player_weight,pts,reb,ast,net_rating,usg_pct,ts_pct
203.2,113.398,14.1,5.2,1.7,-3.4,0.208,0.535
198.12,106.59412,14.2,5.1,1.8,4.5,0.184,0.565
210.82,124.7378,17.5,7,1.2,-16.6,0.278,0.536
195.58,88.45044,14.2,1.8,2.3,2.3,0.246,0.529
182.88,86.18248,7.7,2.9,4.9,-7,0.166,0.464
198.12,96.615096,3.5,1.7,0.8,-3.2,0.137,0.469
205.74,109.769264,5.9,3.8,0.7,-7.4,0.222,0.514
198.12,99.336648,0.6,0.6,0.4,-55.2,0.142,0.375
203.2,102.511792,4.2,1.9,1.2,-2.1,0.133,0.572
200.66,108.86208,12.2,3.6,3.9,-1.1,0.18,0.538
213.36,127.00576,8.2,5.5,1.3,-1.3,0.272,0.46
198.12,92.98636,2.4,1.1,0.3,18.9,0.188,0.522
213.36,110.676448,18.3,10.5,2,-2.1,0.247,0.59
200.66,104.32616,21.2,6.8,2.6,14.3,0.258,0.616
185.42,83.91452,1.2,0.2,0.2,20.3,0.201,0.338
213.36,107.954896,10,4.1,1.5,5.2,0.207,0.561
200.66,92.98636,3.7,2.1,0.2,-1.9,0.173,0.507
185.42,83.460928,20.9,4.4,5.2,4.2,0.265,0.554
193.04,90.7184,3.7,0.9,2.4,-14.6,0.181,0.449
208.28,122.46984,2.5,3.5,0.8,-5.8,0.106,0.529
203.2,103.418976,12.5,8.7,1.2,-4.3,0.207,0.577
195.58,91.171992,11.6,5.1,2.3,3.2,0.199,0.551
200.66,102.0582,6.4,5.2,1.5,3.9,0.124,0.489
195.58,92.98636,14.5,3.7,1.8,2,0.18,0.521
210.82,108.86208,3.2,3.9,1.6,6.6,0.117,0.491
208.28,113.851592,16,9.9,2.4,8.4,0.235,0.553
200.66,90.264808,9.3,2,1.1,-5.4,0.222,0.52
208.28,126.098576,3.9,2.6,1,-10.4,0.223,0.435
205.74,99.79024,1.8,2,0,-41.8,0.154,0.643
203.2,106.140528,18.2,3.8,4.2,-0.1,0.229,0.56
193.04,86.18248,3,1.5,1.6,1.5,0.117,0.504
200.66,97.52228,22.1,3.8,2.1,15.7,0.264,0.597
198.12,96.161504,17.6,3.7,2.8,-15.8,0.319,0.469
213.36,120.20188,6.8,5.4,0.4,-7.1,0.155,0.54
203.2,106.59412,2.6,1.5,0.6,-0.2,0.145,0.464
205.74,106.59412,6.5,4.1,0.7,-5.2,0.192,0.517
205.74,108.86208,28.2,8.2,5,11.2,0.305,0.634
205.74,104.32616,4.5,3.1,1.6,10,0.147,0.528
198.12,83.91452,4.5,1.7,1.1,-3.4,0.164,0.489
198.12,103.418976,3.8,2.4,0.5,2.2,0.155,0.522
187.96,81.64656,3.8,1.2,1.6,-5.1,0.24,0.428
205.74,111.13004,0.9,1.1,0.1,-7,0.074,0.666
210.82,99.79024,7.9,4.9,0.9,-9.7,0.199,0.567
210.82,103.872568,7,3.9,0.9,-4.8,0.192,0.58
193.04,97.52228,4.1,1.3,0.8,-6.6,0.174,0.522
193.04,88.45044,19.9,4.9,10.2,0.7,0.284,0.51
205.74,116.573144,3,2.7,0.5,-5.7,0.138,0.441
208.28,103.418976,8.5,5.6,1.1,-3,0.199,0.555
208.28,104.779752,4.4,3.7,0.8,2.9,0.136,0.531
213.36,115.66596,12.8,9.1,0.7,3,0.207,0.61
198.12,88.45044,6,1.7,1.1,7.2,0.19,0.586
195.58,94.800728,3.5,1,1.5,5.3,0.286,0.427
208.28,102.0582,2.6,0.2,0,-51.9,0.177,0.597
195.58,87.996848,15.5,4,2.4,-13.1,0.228,0.516
200.66,99.79024,11.4,5.6,2.3,-11.2,0.208,0.499
208.28,106.59412,8.8,6.2,1.2,1.2,0.204,0.534
195.58,81.192968,4.5,0.9,1.1,10.6,0.253,0.548
203.2,106.59412,1.3,0.8,0.1,9.3,0.208,0.398
190.5,85.728888,1.8,0.6,1.4,11.6,0.155,0.694
190.5,90.7184,7.6,3.2,4.1,-2,0.126,0.571
200.66,104.32616,2.8,2,0,-3.4,0.132,0.509
208.28,108.86208,3.6,2.5,1.9,2,0.154,0.453
198.12,90.7184,6.6,2.1,1.4,3.1,0.137,0.569
205.74,102.0582,6,3.5,1.6,-4.2,0.226,0.439
193.04,92.98636,16.8,3,6,-0.3,0.287,0.529
205.74,113.398,11.3,10.2,1.8,-15.4,0.212,0.482
187.96,81.64656,9.2,2.1,3.1,-13.6,0.182,0.527
190.5,90.7184,23.5,7.8,10.4,10.8,0.313,0.554
195.58,99.79024,3.7,2.1,0.3,-16.1,0.169,0.346
213.36,108.86208,3.4,2.6,0.3,-17.3,0.117,0.636
190.5,86.18248,8.5,2.6,3.1,6.9,0.17,0.512
205.74,98.883056,2.8,2,0,-10.2,0.209,0.446
205.74,84.368112,7.2,2.4,1.3,-2.2,0.176,0.481
210.82,113.398,5.5,4.8,0.8,1,0.19,0.626
213.36,108.86208,8.7,6.2,1,4.4,0.154,0.592
203.2,108.86208,1.3,0.8,0,-15.1,0.151,0.5
203.2,95.25432,1.8,1.5,0.4,0.4,0.148,0.371
198.12,108.86208,2,4,1,-2,0.112,0.694
210.82,99.79024,3.6,2.2,0.2,-13.5,0.187,0.49
208.28,108.86208,17,6,1.1,-1.2,0.242,0.546
210.82,90.7184,4.7,2.8,0.4,-16.1,0.16,0.47
213.36,120.20188,2.8,1.5,0.7,-13.2,0.213,0.496
200.66,102.0582,2,0.3,0,24.4,0.363,0.75
198.12,93.439952,2.9,1.9,0.6,4.6,0.137,0.482
210.82,106.59412,19.1,7.4,2.4,1.7,0.253,0.571
208.28,111.13004,3.9,3.6,0.4,-10.7,0.109,0.598
200.66,94.800728,4.1,2.3,1,-0.1,0.142,0.514
210.82,105.233344,5.1,2.5,0.4,-7.9,0.244,0.473
210.82,115.66596,6.1,3.3,1,3.7,0.156,0.586
208.28,104.32616,13.7,4.7,2.8,1.3,0.208,0.589
200.66,103.418976,3.7,1.3,0.6,-12.4,0.163,0.49
203.2,108.86208,21.8,7.7,4.2,-0.7,0.295,0.53
205.74,112.490816,9.8,4.1,0.9,-10.4,0.239,0.605
190.5,83.91452,5,1.5,1.9,-2.8,0.206,0.49
205.74,113.398,1.9,1.6,0.3,-7.1,0.198,0.391
195.58,88.45044,3,0.5,0.4,8.8,0.2,0.491
205.74,108.408488,2.1,0.4,0.5,-26.2,0.177,0.462
198.12,104.779752,11.8,2.7,1,-0.5,0.225,0.547
195.58,90.7184,9.6,2.6,1.7,2.9,0.15,0.551
195.58,88.45044,13.2,3.4,3.3,-13,0.241,0.507
190.5,83.91452,7.6,2.2,1.8,-1.6,0.175,0.559
198.12,93.439952,13.8,2.5,2.6,-9.6,0.231,0.535
203.2,108.86208,9.3,3.7,0.9,-7.5,0.234,0.55
190.5,86.18248,16.4,3.4,4.7,-4.2,0.27,0.479
208.28,120.20188,16.4,8.1,1.5,1.1,0.239,0.551
190.5,90.7184,14.1,2.9,5.8,0.4,0.221,0.53
185.42,78.017824,11,2.6,4.4,7.8,0.293,0.51
195.58,86.18248,3.8,1.4,1.1,5.2,0.226,0.54
203.2,96.161504,11,4.7,1,2.7,0.179,0.49
210.82,122.46984,26.9,11.5,3.3,0,0.352,0.538
200.66,99.79024,23.5,4.5,4,3,0.297,0.55
200.66,122.46984,2.1,2,0.4,-11.4,0.172,0.414
208.28,124.7378,3.4,3.3,0.8,5.6,0.136,0.601
210.82,120.20188,12.7,13.8,1.2,10.2,0.154,0.628
205.74,111.13004,7.8,5.5,1.5,-3,0.215,0.568
198.12,92.98636,4,1.2,0.7,-0.1,0.198,0.511
182.88,79.3786,14,2.3,4.3,-2.4,0.193,0.591
205.74,106.59412,7.5,4.2,1.4,-2.1,0.168,0.514
203.2,104.32616,6.1,3,1,-6.4,0.111,0.54
198.12,97.52228,7.2,3.8,1.8,12.7,0.145,0.492
208.28,102.0582,19.5,5.3,2.5,-3.5,0.228,0.582
205.74,104.32616,2.3,0.6,0.3,-2.1,0.126,0.572
203.2,111.583632,1.8,1.6,0.5,-10,0.158,0.444
190.5,88.45044,25.1,4,6.8,0.9,0.31,0.56
198.12,102.0582,13,5,2,-6.1,0.157,0.464
182.88,83.007336,7.5,1.5,3.2,-1.4,0.183,0.575
205.74,113.398,7.1,4,1.8,11.8,0.179,0.573
198.12,90.7184,2.1,1.4,0.4,-4.2,0.155,0.368
193.04,90.7184,20.8,3.2,4.3,2,0.27,0.544
198.12,92.079176,5.6,3.4,1.1,-7,0.141,0.505
203.2,111.13004,1.5,1.2,0,-12.5,0.181,0.446
203.2,90.264808,20.7,3.6,2,-1,0.269,0.543
205.74,113.398,6.9,3.6,0.4,1.2,0.209,0.567
190.5,90.7184,2.8,0.3,0.5,13.6,0.243,0.506
213.36,117.93392,5.4,7,2.3,14.2,0.116,0.623
213.36,111.13004,6.6,2.1,0.4,-15.7,0.234,0.5
200.66,95.25432,4.8,3.6,0.7,9.4,0.093,0.566
190.5,90.7184,3.7,1.3,2.2,5.1,0.162,0.6
198.12,97.52228,7,4,3.4,14.4,0.12,0.565
210.82,126.552168,16.2,14.8,0.8,2,0.24,0.499
210.82,123.830616,2.6,2.7,0.7,-0.5,0.147,0.473
205.74,108.86208,7.3,6.4,1.7,4.6,0.137,0.602
200.66,95.25432,4,2.4,0.7,-4.3,0.11,0.427
208.28,111.13004,5.8,4.3,0.5,1.8,0.18,0.599
198.12,95.25432,10.3,2.7,1.2,0.1,0.163,0.572
218.44,112.490816,6,4.6,0.5,-3,0.206,0.514
208.28,122.46984,2.8,3.5,0.3,-3.8,0.17,0.341
215.9,117.93392,9,7.6,1.2,-7.8,0.204,0.482
198.12,97.068688,13.3,3.5,2,-2,0.251,0.52
203.2,117.93392,2.9,3.8,0.5,-0.2,0.201,0.481
198.12,99.79024,5,2.1,1.1,5.4,0.157,0.495
205.74,97.52228,10.2,6.1,1.7,1.5,0.169,0.533
208.28,131.088088,12,6.4,1.5,3.7,0.245,0.507
208.28,111.13004,15.2,7.3,3.2,4.9,0.206,0.565
208.28,107.501304,2.5,2.1,0.6,-10.8,0.18,0.422
198.12,95.25432,0.9,0.7,0.1,2.2,0.138,0.371
198.12,102.0582,4.5,3.4,1,-4,0.092,0.572
187.96,79.3786,4.3,2,2.7,-2.3,0.12,0.461
208.28,114.758776,24.3,10.3,1.9,-4.7,0.296,0.559
203.2,108.86208,5.3,3.2,0.7,-0.7,0.126,0.543
185.42,74.84268,1,0,0.4,-31,0.179,0.4
205.74,92.98636,0.5,0.3,0.2,-2.5,0.164,0.125
213.36,124.7378,20.6,7.8,2,-3.7,0.276,0.562
187.96,74.84268,4.4,3.6,3,-22.5,0.118,0.38
185.42,78.471416,4,0.8,1.1,-6.2,0.196,0.552
198.12,99.79024,4.2,2.5,0.8,0.2,0.128,0.56
190.5,85.728888,19.6,3.9,5.1,-6.8,0.263,0.522
185.42,76.657048,6.9,2,3.5,0.4,0.198,0.491
203.2,113.398,7.2,4.3,1.1,-2.6,0.138,0.619
198.12,102.0582,0.8,0.7,0,-24.6,0.092,0.46
208.28,95.25432,6.9,3.6,0.5,-13.1,0.156,0.663
195.58,93.893544,17.4,3.4,2.9,-1.6,0.25,0.547
195.58,95.25432,5.6,0.9,0.4,4,0.171,0.543
203.2,113.398,6.4,3.1,2.3,10.8,0.168,0.582
210.82,104.32616,7,5.4,0.8,-7.9,0.207,0.469
220.98,131.54168,5.5,3.6,0.4,6.6,0.229,0.662
208.28,113.851592,21.4,8.4,4.9,7.9,0.292,0.544
205.74,111.13004,5.5,8,0.4,3.8,0.117,0.586
190.5,92.98636,4.7,1.6,2.6,-1.3,0.172,0.496
195.58,88.45044,7.8,2.2,1.2,-0.6,0.174,0.531
200.66,95.25432,3.6,1.5,0.7,-2.1,0.125,0.49
187.96,81.64656,15.2,2.9,2.1,4.2,0.2,0.538
193.04,90.7184,8.9,1.9,1.5,-2.1,0.195,0.523
195.58,95.25432,12.8,3.7,2,-3.2,0.181,0.531
208.28,117.93392,6.3,4.7,0.6,-4.7,0.187,0.563
195.58,90.7184,8.9,2.5,2.1,-11,0.231,0.498
203.2,97.975872,11.2,3.2,1.3,-8.8,0.194,0.55
213.36,111.13004,4.4,3.9,0.2,-2.7,0.152,0.606
182.88,79.3786,19.5,4.2,10,11.9,0.269,0.575
213.36,111.13004,18.3,6.5,1.8,3.6,0.255,0.555
200.66,88.45044,9.9,2.5,0.8,5.7,0.183,0.551
187.96,86.18248,1.8,1.6,0.9,-6.6,0.176,0.326
200.66,99.79024,6.4,4.5,1.4,3.1,0.125,0.579
203.2,100.243832,15.1,9,1.9,-4.4,0.219,0.533
200.66,92.98636,3,0.5,0,-26.1,0.288,0.75
208.28,107.501304,4.3,5.1,0.6,-13.9,0.192,0.453
210.82,111.13004,5.6,3.3,0.8,9.3,0.154,0.571
220.98,116.119552,2,1.3,0.2,-6,0.199,0.464
210.82,113.398,8.6,7.3,2.7,13.7,0.174,0.523
185.42,77.11064,5.1,2.2,3.2,-0.5,0.198,0.499
198.12,92.98636,6.4,1.7,1,6.1,0.164,0.563
215.9,124.7378,6.3,4.4,0.4,0.8,0.165,0.593
205.74,106.59412,14.7,6.7,2.2,-0.5,0.195,0.56
187.96,88.45044,8.7,2.3,2.6,-4.8,0.192,0.543
193.04,96.615096,8.4,4.6,1.1,-1.4,0.17,0.505
187.96,83.91452,11.9,2.4,5.3,10.6,0.214,0.546
200.66,90.7184,5.3,3.1,1,4.5,0.137,0.478
198.12,92.98636,8.4,2.6,2.5,-24.2,0.32,0.412
203.2,97.52228,12.7,4.5,2.3,0.4,0.158,0.551
203.2,103.418976,5.9,5.7,1.1,1.6,0.144,0.533
185.42,86.636072,10.6,1.8,2.3,-2,0.247,0.507
208.28,106.140528,6.1,3.7,0.7,-0.9,0.183,0.517
205.74,107.954896,7.8,9,0.8,7.9,0.116,0.611
193.04,92.98636,5.6,1.3,0.5,-2.4,0.202,0.634
180.34,88.45044,5.7,1.8,3.6,-6.2,0.147,0.476
205.74,114.305184,8.7,4.2,0.8,-10.5,0.195,0.519
205.74,96.161504,2.9,1.9,1,-1.9,0.083,0.466
205.74,113.398,3.4,4,0.4,0.7,0.13,0.537
205.74,102.0582,8.6,6.9,1.5,-2.6,0.148,0.556
210.82,104.32616,4.2,3.4,0.6,-0.9,0.176,0.44
218.44,111.13004,3.7,3.6,0.3,6.3,0.141,0.636
205.74,104.32616,0,0.3,0,2.8,0,0
210.82,117.93392,0.9,1,0.1,-3.2,0.134,0.527
200.66,88.45044,4.9,2.4,1.4,-1.9,0.164,0.503
193.04,99.336648,11.1,1.8,0.9,-12.3,0.23,0.576
208.28,111.13004,12.6,6.8,0.8,9.9,0.176,0.533
200.66,94.347136,2.4,1.5,0.9,1,0.12,0.562
187.96,83.91452,6.8,1.4,1.5,-3.7,0.176,0.603
198.12,101.151016,10.5,3.3,0.6,-6.6,0.229,0.548
185.42,79.3786,3.7,1,1.8,-5.2,0.202,0.46
180.34,79.3786,7.3,2.3,4.4,-9.6,0.175,0.515
190.5,87.996848,4.5,1.6,2.1,-5.5,0.173,0.51
200.66,87.089664,6.3,2.2,3,8.5,0.145,0.581
190.5,92.079176,8.6,2.5,3.6,3.6,0.234,0.507
200.66,102.0582,4.2,2.8,1,4.2,0.131,0.543
193.04,99.79024,9.8,2.6,2,3.7,0.176,0.492
198.12,90.7184,4.8,1.4,1.8,-17,0.213,0.423
215.9,111.13004,6,4.3,1.9,2.1,0.171,0.508
200.66,111.13004,8.1,4.2,1.6,-3.8,0.196,0.46
190.5,86.18248,30.1,5.4,6.7,18.3,0.32,0.669
190.5,78.017824,4.4,1.5,3.4,-3.7,0.148,0.51
208.28,102.0582,2.4,0.5,0,5.1,0.18,0.651
213.36,115.66596,8,6.7,0.8,11.1,0.127,0.621
187.96,90.7184,6.1,3.1,4.5,-7.9,0.171,0.511
203.2,104.32616,11,3.1,0.9,-7.2,0.198,0.549
210.82,113.398,1.6,1.7,0.4,-8.4,0.182,0.463
205.74,113.398,2.4,2,0.2,-1.2,0.146,0.522
198.12,92.98636,2.5,1.2,1.1,-10.7,0.132,0.459
213.36,114.758776,6.1,3,0.5,-3.4,0.23,0.539
210.82,120.20188,7,5.6,0.7,14.3,0.18,0.559
200.66,99.79024,10.5,4.9,4.4,1.8,0.187,0.513
200.66,92.98636,15.4,2.8,2.7,-3.7,0.203,0.587
208.28,106.59412,10.4,5.4,0.9,-4.3,0.182,0.526
193.04,83.91452,1.4,0.7,0.3,-1.5,0.151,0.468
208.28,107.954896,1,1.4,0.1,1.6,0.096,0.515
193.04,97.52228,15.2,2.2,2.7,-2.6,0.205,0.565
185.42,86.18248,20.4,4,6.1,-2.2,0.273,0.557
210.82,111.13004,12.7,8.1,0.4,2.7,0.234,0.626
195.58,90.7184,12.8,3.4,5.5,-3.7,0.253,0.437
205.74,115.212368,4.1,3.7,1.1,-5.6,0.174,0.461
196,86,1.6,0.8,0.8,-0.6,0.137,0.34
213.36,108.86208,7.5,4.1,1.2,-0.4,0.17,0.513
198.12,102.0582,1.8,1.8,1,6.6,0.146,0.384
220.98,117.93392,2.3,1.9,0.3,-3.1,0.168,0.555
208.28,108.86208,6.5,7.4,1.1,1.4,0.128,0.616
193.04,86.636072,7.5,2.3,1.7,-1,0.16,0.548
210.82,108.86208,5.8,4,0.6,-1,0.182,0.557
210.82,120.20188,13.7,11.8,1.4,0.2,0.187,0.604
205.74,99.79024,6,4,1,-18.1,0.16,0.3
208.28,113.398,2.7,2.8,0.4,-12,0.174,0.376
200.66,104.32616,14,9.5,7.4,18.9,0.186,0.587
203.2,102.0582,9.4,2.4,0.7,-3.7,0.171,0.561
213.36,100.697424,6.2,2.9,1.1,4.6,0.217,0.504
190.5,92.98636,7,2.8,4.4,-5.1,0.165,0.536
193.04,84.368112,8.7,3,2.2,2.4,0.172,0.579
193.04,83.91452,10.7,3.6,6.4,-2.1,0.201,0.478
198.12,88.45044,7.3,2.7,1.8,0.4,0.142,0.52
193.04,99.79024,19,4.1,4.6,1,0.315,0.517
193.04,95.25432,9.8,2.1,1.2,-9,0.211,0.558
198.12,99.79024,15.2,5.2,6.6,-0.9,0.254,0.534
215.9,108.86208,7.2,8.7,1,-12.6,0.128,0.606
193.04,95.25432,12.3,2.9,1.9,-5.1,0.163,0.566
187.96,88.45044,4.2,1.3,2.9,-10,0.159,0.45
203.2,106.59412,1.6,2,0.4,0,0.136,0.432
193.04,95.25432,16,4.8,3.9,-0.6,0.228,0.534
193.04,90.7184,7.7,2.3,1.1,-10.6,0.176,0.498
200.66,97.52228,6.9,3.1,0.6,3.3,0.157,0.513
195.58,99.79024,12.5,3.1,1.9,2.7,0.174,0.532
198.12,79.3786,14.4,5.8,2.5,-3.5,0.231,0.535
213.36,108.86208,7,5.3,0.6,-2.7,0.133,0.588
208.28,99.79024,4.7,3.1,0.3,-7.9,0.18,0.579
190.5,81.64656,5.7,2.2,1.6,-9.5,0.172,0.481
198.12,99.79024,6.6,2.4,0.9,-3,0.181,0.52
205.74,117.93392,15.3,7.8,2.1,-2,0.247,0.519
195.58,85.728888,14,2.8,3.1,-5.5,0.233,0.548
190.5,85.275296,12.1,4,3.5,2.5,0.16,0.555
210.82,100.697424,16.9,7.7,4.3,-2.6,0.223,0.566
200.66,100.697424,3.8,1.5,0.6,-4.4,0.161,0.508
200.66,92.98636,8.9,2.4,0.8,1.3,0.198,0.491
203.2,102.511792,19.7,5,3.7,1,0.256,0.559
190.5,86.18248,14.1,3.8,5.8,4.1,0.215,0.537
210.82,120.20188,15.3,8.8,2.3,-2.7,0.234,0.562
208.28,113.398,2.4,2.3,0.3,-17.8,0.108,0.545
210.82,124.7378,8.6,9.4,1.7,0.9,0.164,0.55
210.82,109.315672,10.1,7.1,1.7,0.8,0.169,0.601
195.58,97.52228,8.7,2.9,1,1.6,0.203,0.526
203.2,106.59412,5,3.4,0.5,-10.6,0.191,0.533
200.66,95.707912,3.9,3,0.7,1.3,0.158,0.43
210.82,114.758776,28,11.8,2.1,1.7,0.326,0.58
203.2,90.264808,23.6,4,2.3,-0.5,0.288,0.534
205.74,113.398,2.6,1.6,0.3,-17.6,0.178,0.427
198.12,96.615096,5.9,1.9,2.8,-0.3,0.164,0.477
213.36,117.93392,2.9,8.1,1.8,-1.7,0.106,0.46
205.74,108.86208,6.5,4.6,1.8,8,0.138,0.628
198.12,97.52228,7.6,4,3.4,13.4,0.113,0.624
210.82,126.552168,13.6,13.8,1.1,-6.3,0.224,0.518
210.82,123.830616,1.3,1.9,0.7,-8.4,0.124,0.478
198.12,102.0582,0.8,1.2,0.5,1.4,0.108,0.306
198.12,97.52228,10.7,2.9,1.2,-2.8,0.149,0.602
218.44,112.490816,5.3,4.5,0.3,-4.7,0.171,0.529
195.58,95.25432,5.5,0.6,0.5,-1.8,0.161,0.505
200.66,107.954896,10.7,4.8,0.8,-9.6,0.166,0.548
215.9,117.93392,8,6.6,0.6,-11.1,0.176,0.553
200.66,95.25432,6.6,5.1,1,2.8,0.1,0.51
203.2,108.86208,7.1,3.6,1.2,-4.8,0.135,0.595
220.98,131.54168,5.5,3.7,0.3,1.9,0.248,0.606
205.74,115.66596,0.5,0.8,0.3,-30.5,0.103,0.5
205.74,86.18248,9.4,4,2.1,-8,0.169,0.474
198.12,86.18248,6,1.3,0.6,-2.3,0.157,0.56
203.2,113.398,5.6,2.5,0.4,-13,0.2,0.65
208.28,95.25432,6.8,2.8,0.5,3.9,0.166,0.628
195.58,93.893544,23.1,3.1,3.5,5.6,0.263,0.604
203.2,113.398,4.6,2.2,2.3,2.4,0.158,0.494
203.2,102.0582,13.7,3.4,1.4,-7,0.224,0.585
210.82,111.583632,6.8,4.6,0.5,-4.3,0.193,0.545
195.58,92.98636,7.3,1.9,1.6,-5.4,0.209,0.651
187.96,79.3786,2.5,0.2,0.6,-12.1,0.234,0.509
190.5,92.98636,5.8,1.5,3.4,5.4,0.201,0.535
195.58,88.45044,8.1,2.1,0.8,-6.5,0.201,0.538
205.74,106.59412,0,0.7,0,-44,0.184,0
200.66,95.25432,2.8,0.3,0,-6.8,0.086,0.611
187.96,81.64656,16.3,6.1,2.2,1.2,0.218,0.548
193.04,90.7184,12,2.2,2.8,-0.1,0.203,0.545
195.58,95.25432,8.4,2,1.3,-7.7,0.147,0.559
208.28,117.93392,4.9,4.4,0.4,5.2,0.143,0.57
208.28,113.851592,21.6,8.1,4.9,10.6,0.278,0.569
198.12,97.068688,6.7,2.9,0.7,0.1,0.219,0.501
198.12,99.79024,8,3.1,1.8,3.6,0.149,0.542
198.12,99.79024,2.9,0.8,0.4,-10.8,0.142,0.494
187.96,88.45044,3.5,1.1,2.6,2.5,0.135,0.523
203.2,106.59412,1.9,2.3,0.4,-23.8,0.131,0.524
193.04,95.25432,15.9,4.3,2.6,2.5,0.213,0.534
193.04,91.625584,3.2,1.4,1.8,-16.9,0.191,0.404
193.04,90.7184,10.5,2.1,1.1,2.7,0.179,0.565
195.58,104.32616,5.1,1.1,0.9,-7.4,0.162,0.525
200.66,97.52228,2.7,2.7,0.3,-2.9,0.126,0.448
195.58,99.79024,13.5,3.5,2.9,-3.5,0.196,0.533
215.9,108.86208,8.4,11.5,0.6,-2.9,0.113,0.703
198.12,79.3786,13.7,4.3,3.4,-2.9,0.211,0.547
210.82,111.13004,5.3,4.7,0.4,2.6,0.153,0.578
210.82,108.86208,8.2,7,1.3,-2.8,0.202,0.564
203.2,102.0582,15.7,6.5,2,-1.7,0.221,0.545
182.88,81.64656,10,2.4,3.7,-4.1,0.196,0.533
195.58,83.91452,18.9,3.4,3,-3.6,0.218,0.576
205.74,117.93392,14.1,8.2,1.7,-1.1,0.285,0.49
210.82,124.7378,6.1,5.9,1.9,15.8,0.151,0.588
185.42,77.11064,7.1,2.4,4.9,-3,0.175,0.479
213.36,108.86208,8.1,4.5,1.1,-6.3,0.199,0.558
203.2,117.93392,7.4,6.2,0.5,-0.3,0.206,0.547
198.12,99.79024,10.3,3.4,3.1,-8.6,0.27,0.501
177.8,68.0388,7.3,1.6,3.7,-6.5,0.202,0.474
205.74,99.79024,8.7,7.4,1.6,1.8,0.158,0.506
208.28,131.088088,8.1,4.2,0.9,-5.8,0.26,0.526
208.28,111.13004,14,6.8,5,5,0.199,0.553
208.28,107.501304,3.5,1.8,0.4,0.8,0.224,0.505
198.12,95.25432,0.2,0.6,0.6,-18.6,0.142,0.102
205.74,99.79024,12.7,5.1,1.9,-2.8,0.2,0.53
182.88,73.028312,5,1.1,1.9,-3,0.191,0.507
213.36,117.93392,2.2,1.6,0.2,-0.6,0.167,0.472
213.36,114.758776,3.5,2.4,0.8,0.2,0.164,0.508
203.2,97.52228,11.7,5.7,2.2,5.7,0.141,0.548
185.42,86.636072,5,0.8,1.8,-9.2,0.205,0.532
208.28,106.140528,6.2,3.3,1,0.9,0.214,0.464
205.74,107.954896,8.1,9.2,1,2.9,0.112,0.594
193.04,92.98636,8.2,1.5,0.7,0.3,0.21,0.531
200.66,95.25432,6.2,2.3,0.8,-5.4,0.171,0.511
180.34,88.45044,9.9,2.6,4.8,-4.2,0.193,0.551
190.5,87.996848,4.3,0.8,1.6,-0.2,0.194,0.521
193.04,84.368112,13.7,4,3.2,0.5,0.207,0.535
203.2,103.418976,10,8,1.9,-7.9,0.188,0.554
190.5,88.45044,11,2.2,2.4,-12.1,0.253,0.502
205.74,115.66596,6,7,0.9,-9.4,0.135,0.546
185.42,78.471416,3.5,1,1.3,-7,0.186,0.51
208.28,108.86208,0.9,0.7,0.1,-35.9,0.187,0.437
203.2,103.418976,2.8,1.5,0.3,0.8,0.113,0.486
208.28,113.398,6.3,5.6,1.5,-6.8,0.186,0.552
182.88,92.98636,22.4,4.8,7,8.2,0.249,0.623
200.66,96.161504,10.1,2.8,1.6,-4.9,0.151,0.635
205.74,104.32616,3.4,2.9,1.3,10.5,0.122,0.525
220.98,108.86208,18.1,7.2,1.5,-3.1,0.244,0.546
205.74,106.59412,4.6,3.7,0.5,-4.4,0.18,0.514
193.04,92.98636,3.8,2.1,2.4,-2.8,0.142,0.432
213.36,120.20188,6.6,5.7,0.7,-5.7,0.154,0.56
200.66,97.52228,22.3,3.7,2.1,14.7,0.262,0.592
203.2,106.140528,14.7,4.2,3.4,5.7,0.232,0.57
205.74,99.79024,2.5,2.3,0.5,0.2,0.133,0.553
208.28,126.098576,4.7,2.9,0.5,-9.9,0.189,0.559
190.5,87.543256,25.2,3.2,5.8,5.1,0.302,0.58
208.28,113.851592,19,11.1,1.9,7.2,0.255,0.573
195.58,92.98636,13.8,3.3,2.5,-4,0.191,0.519
195.58,91.171992,11,3.2,2.4,-2.3,0.204,0.504
203.2,103.418976,9.6,7.6,0.9,-3.1,0.181,0.588
185.42,83.460928,23.2,3.9,5.5,3.6,0.291,0.569
200.66,92.98636,6.3,3.3,0.6,0.4,0.147,0.516
213.36,107.954896,9,4.8,2,-0.4,0.188,0.603
175.26,79.832192,4,1,1.4,-5.5,0.251,0.462
200.66,104.32616,25.5,5.8,3.5,8.6,0.312,0.61
213.36,110.676448,25.1,12.3,2.7,-0.9,0.274,0.618
198.12,92.98636,4.2,1.7,0.3,-3.1,0.185,0.555
213.36,127.00576,10.2,7.2,1.9,-2.1,0.235,0.528
200.66,102.0582,10.9,5.2,3.7,-0.4,0.2,0.399
198.12,83.91452,7.7,2.7,1.2,-1.7,0.169,0.549
208.28,102.0582,4,1.7,0.7,-18,0.214,0.5
205.74,108.86208,25.1,8.3,4.8,16,0.276,0.651
213.36,115.66596,6.9,4.1,0.9,-11.3,0.162,0.55
210.82,117.93392,17.3,7.3,1.9,6.1,0.249,0.532
195.58,104.32616,6.8,2.9,3.3,1.6,0.185,0.485
208.28,105.686936,9.2,4.2,0.7,-10.8,0.196,0.529
